Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit,Avg_Utilization_Ratio
49,F,3,$40K - $60K,Blue,3475.0,3192,61,5129.0,0.322
53,F,4,Less than $40K,Blue,1722.0,2141,35,1722.0,0.0
46,F,4,Unknown,Blue,1316.0,4481,77,2586.0,0.491
50,F,2,Less than $40K,Blue,7712.0,3927,60,8708.0,0.114
56,F,3,Less than $40K,Blue,8869.0,3270,63,8869.0,0.0
45,F,3,Less than $40K,Blue,1305.0,4224,77,2641.0,0.506
43,M,4,$80K - $120K,Blue,33468.0,4192,73,34516.0,0.03
52,M,2,$80K - $120K,Silver,33043.0,4254,73,34516.0,0.043
47,F,3,Less than $40K,Blue,790.0,4579,87,1965.0,0.598
50,F,0,Less than $40K,Blue,1513.0,4759,98,1513.0,0.0
42,M,4,$40K - $60K,Blue,10543.0,1841,39,10543.0,0.0
49,M,1,$80K - $120K,Blue,16305.0,2750,57,17764.0,0.082
50,F,2,$40K - $60K,Blue,1438.3,4512,77,1438.3,0.0
49,F,2,$40K - $60K,Blue,4425.0,3592,79,6371.0,0.305
43,M,4,$80K - $120K,Blue,17566.0,4282,52,19188.0,0.085
60,M,0,Less than $40K,Blue,819.0,4522,75,3076.0,0.734
49,M,4,$40K - $60K,Blue,1321.0,4344,68,2822.0,0.532
42,F,4,$40K - $60K,Blue,4139.0,2232,41,4139.0,0.0
42,M,3,$80K - $120K,Silver,33612.0,3910,68,34516.0,0.026
43,M,3,$120K +,Blue,2037.0,3462,49,4121.0,0.506
42,F,2,Less than $40K,Silver,8995.0,3338,65,10074.0,0.107
43,M,5,$60K - $80K,Blue,2023.0,4852,85,2621.0,0.228
47,M,1,$60K - $80K,Blue,3394.0,3115,69,3394.0,0.0
56,M,1,$80K - $120K,Blue,16214.0,3991,76,17628.0,0.08
56,M,2,$80K - $120K,Blue,2015.0,3331,74,4480.0,0.55
43,F,3,Less than $40K,Blue,1086.0,4084,70,3370.0,0.678
38,M,2,$60K - $80K,Blue,12871.0,2413,53,12871.0,0.0
47,F,1,Unknown,Blue,1089.0,4613,86,3112.0,0.65
57,F,3,Less than $40K,Blue,761.0,2379,46,1551.0,0.509
44,M,3,$60K - $80K,Blue,752.0,3309,67,1682.0,0.553
42,F,1,Less than $40K,Blue,741.0,4119,73,2758.0,0.731
49,F,1,Less than $40K,Blue,1043.0,4697,83,1909.0,0.454
48,M,2,$80K - $120K,Blue,9685.0,4674,72,11332.0,0.145
44,M,5,$120K +,Blue,5071.0,4076,60,7567.0,0.33
42,M,4,$60K - $80K,Blue,5006.0,1934,30,6743.0,0.258
48,M,4,$80K - $120K,Blue,31121.0,2538,42,32838.0,0.052
42,F,3,Less than $40K,Blue,1438.3,1693,37,1438.3,0.0
43,M,4,$80K - $120K,Blue,1002.0,3623,63,2510.0,0.601
50,F,3,Less than $40K,Blue,682.0,4483,87,3199.0,0.787
35,F,1,Less than $40K,Blue,1018.0,4237,76,1918.0,0.469
47,M,2,$60K - $80K,Blue,17932.0,1682,43,18660.0,0.039
41,M,3,$80K - $120K,Blue,7591.0,2302,42,7591.0,0.0
43,M,2,$120K +,Blue,12967.0,3694,67,14315.0,0.094
64,F,1,Unknown,Blue,16854.0,4168,64,18038.0,0.066
42,F,4,Less than $40K,Blue,1853.0,4544,72,1853.0,0.0
49,M,5,$40K - $60K,Blue,2949.0,4192,62,4951.0,0.404
46,M,3,$120K +,Blue,32303.0,4492,71,34516.0,0.064
51,F,0,Less than $40K,Blue,1426.0,2377,47,1757.0,0.188
47,M,5,$60K - $80K,Blue,23421.0,3578,75,24033.0,0.025
38,F,2,$40K - $60K,Blue,945.0,4345,68,3276.0,0.712
52,M,1,$120K +,Blue,3614.0,4561,82,3614.0,0.0
47,M,4,$60K - $80K,Blue,289.0,3392,70,1943.0,0.851
40,F,2,$40K - $60K,Blue,1278.0,1633,32,3795.0,0.663
43,F,3,Less than $40K,Blue,1886.0,3956,71,4075.0,0.537
48,F,1,Less than $40K,Blue,2519.0,2403,42,3001.0,0.161
47,M,4,Less than $40K,Blue,4892.0,2311,58,5726.0,0.146
54,F,3,Less than $40K,Blue,443.0,4292,66,2077.0,0.787
41,F,2,Less than $40K,Blue,1436.0,4250,85,2157.0,0.334
40,F,3,$40K - $60K,Blue,688.0,4574,84,2037.0,0.662
33,M,2,$120K +,Blue,13812.0,4478,87,14914.0,0.074
47,F,2,Less than $40K,Blue,960.0,4384,70,1580.0,0.392
46,M,3,$60K - $80K,Blue,13764.0,4678,80,15483.0,0.111
44,F,2,Less than $40K,Blue,1916.0,2888,39,1916.0,0.0
51,M,3,$80K - $120K,Blue,2056.0,2216,34,3610.0,0.43
48,F,3,Less than $40K,Blue,1667.0,4385,80,1667.0,0.0
51,F,1,Less than $40K,Blue,1438.3,4242,70,1438.3,0.0
48,F,1,Less than $40K,Blue,1082.0,2522,42,1942.0,0.443
48,F,4,Unknown,Blue,2231.0,3946,48,2231.0,0.0
50,F,4,Unknown,Blue,4602.0,4490,68,6465.0,0.288
35,M,2,$40K - $60K,Blue,7661.0,3015,64,8599.0,0.109
35,F,4,Less than $40K,Blue,1438.3,3427,64,1438.3,0.0
51,F,1,Less than $40K,Blue,3705.0,3325,76,4402.0,0.158
50,M,0,$60K - $80K,Blue,2945.0,4509,80,5444.0,0.459
50,F,2,Less than $40K,Blue,1438.3,4697,82,1438.3,0.0
54,F,1,Less than $40K,Blue,1438.3,1632,36,1438.3,0.0
45,F,5,Less than $40K,Blue,1121.0,4756,73,2679.0,0.582
31,F,0,Less than $40K,Blue,1035.0,3959,71,2766.0,0.626
42,M,3,$60K - $80K,Silver,24153.0,4059,80,25293.0,0.045
45,F,2,Unknown,Blue,911.0,4077,70,2707.0,0.663
45,F,4,Less than $40K,Blue,645.0,2335,41,1748.0,0.631
45,F,3,$40K - $60K,Blue,2167.0,3718,72,4034.0,0.463
53,M,0,$120K +,Blue,24377.0,4919,75,26129.0,0.067
51,M,2,$80K - $120K,Blue,14902.0,2038,39,14902.0,0.0
38,F,2,$40K - $60K,Blue,10091.0,3831,68,12228.0,0.175
55,F,2,Less than $40K,Blue,1724.0,4434,67,1724.0,0.0
47,F,3,Less than $40K,Blue,1438.3,2476,32,1438.3,0.0
38,M,1,$80K - $120K,Blue,15518.0,4657,78,16665.0,0.069
52,M,3,$120K +,Blue,20974.0,1246,27,20974.0,0.0
43,F,5,Less than $40K,Blue,2050.0,4648,80,3139.0,0.347
54,M,2,$120K +,Blue,19865.0,4350,83,19865.0,0.0
42,F,5,Less than $40K,Blue,781.0,5668,82,2069.0,0.623
35,F,1,Less than $40K,Blue,440.0,2576,42,2231.0,0.803
62,F,0,Unknown,Silver,33371.0,3638,67,33371.0,0.0
48,F,3,Less than $40K,Blue,2544.0,3593,64,2544.0,0.0
41,M,4,$120K +,Blue,34516.0,4004,86,34516.0,0.0
49,F,2,$40K - $60K,Blue,4717.0,4504,81,5370.0,0.122
54,M,0,$80K - $120K,Blue,21048.0,3283,50,22437.0,0.062
53,F,3,Less than $40K,Blue,3573.0,2562,36,3573.0,0.0
51,M,2,$60K - $80K,Blue,1959.0,3737,71,1959.0,0.0
59,F,0,Less than $40K,Blue,1661.0,4338,77,1661.0,0.0
39,F,3,Unknown,Blue,5363.0,4121,78,5363.0,0.0
65,F,2,$40K - $60K,Blue,2288.0,4070,71,3009.0,0.24
47,M,4,$40K - $60K,Silver,17343.0,3780,70,18535.0,0.064
42,M,3,Less than $40K,Blue,756.0,4992,77,2171.0,0.652
45,M,5,$80K - $120K,Silver,32552.0,2234,49,34516.0,0.057
57,F,0,Less than $40K,Blue,861.0,3795,71,2376.0,0.638
51,F,3,Less than $40K,Blue,2882.0,4446,68,2882.0,0.0
50,F,1,Less than $40K,Blue,796.0,3965,59,3277.0,0.757
47,M,2,$80K - $120K,Blue,669.0,3696,71,2514.0,0.734
57,F,5,$40K - $60K,Blue,784.0,3939,69,3301.0,0.762
48,M,3,$60K - $80K,Blue,11607.0,4376,86,12391.0,0.063
47,F,2,Less than $40K,Blue,683.0,3828,86,2168.0,0.685
42,F,3,Unknown,Blue,6443.0,5153,77,7762.0,0.17
45,F,3,Unknown,Blue,11772.0,3914,83,12587.0,0.065
52,M,2,$60K - $80K,Blue,13697.0,4354,70,14785.0,0.074
37,M,2,$60K - $80K,Blue,2469.0,4444,87,3433.0,0.281
60,F,1,$40K - $60K,Blue,2425.0,1522,36,2425.0,0.0
63,M,0,$60K - $80K,Blue,11619.0,2395,49,11619.0,0.0
62,F,0,Less than $40K,Blue,3989.0,4274,68,3989.0,0.0
47,F,1,Less than $40K,Blue,1577.0,2738,45,2173.0,0.274
50,F,0,Less than $40K,Blue,894.0,4755,82,2393.0,0.626
39,F,2,Less than $40K,Blue,1677.0,2437,41,1677.0,0.0
40,F,3,Less than $40K,Blue,2035.0,4107,82,2035.0,0.0
39,M,3,$120K +,Blue,8842.0,4493,79,8842.0,0.0
42,F,2,Less than $40K,Blue,1186.0,3478,64,2483.0,0.522
65,M,0,$40K - $60K,Blue,12720.0,4351,75,13921.0,0.086
32,F,1,Less than $40K,Blue,2761.0,2753,43,2761.0,0.0
47,F,2,$40K - $60K,Blue,976.0,4388,83,2623.0,0.628
49,F,4,Less than $40K,Blue,2408.0,3915,74,3232.0,0.255
48,M,3,$60K - $80K,Blue,19075.0,2013,32,19075.0,0.0
45,M,4,$80K - $120K,Blue,30319.0,2333,51,31978.0,0.052
62,M,1,$120K +,Blue,32455.0,3820,76,34516.0,0.06
45,F,3,Less than $40K,Blue,4629.0,4129,71,6225.0,0.256
49,F,4,Unknown,Blue,2672.0,2576,39,2672.0,0.0
41,F,4,$40K - $60K,Blue,7843.0,2414,28,10360.0,0.243
50,M,2,$120K +,Blue,9720.0,4538,63,10747.0,0.096
46,M,5,$60K - $80K,Blue,3135.0,4116,68,3135.0,0.0
42,F,3,Less than $40K,Blue,578.3,4754,79,1438.3,0.598
41,F,4,Less than $40K,Blue,3189.0,4813,86,3189.0,0.0
65,M,1,Less than $40K,Blue,8963.0,4511,76,8963.0,0.0
55,M,1,$60K - $80K,Blue,1723.0,2574,43,1723.0,0.0
36,F,3,Unknown,Blue,757.0,4389,77,2161.0,0.65
46,F,3,Less than $40K,Blue,2900.0,4313,72,3901.0,0.257
58,F,1,Less than $40K,Blue,637.3,4223,60,1438.3,0.557
42,F,3,Less than $40K,Blue,2282.0,3108,62,3131.0,0.271
38,F,2,$40K - $60K,Blue,622.0,4417,69,2331.0,0.733
29,F,1,Less than $40K,Blue,749.0,4333,72,1895.0,0.605
46,F,4,Unknown,Blue,25090.0,3691,75,26496.0,0.053
55,F,2,Less than $40K,Blue,1349.0,2541,36,1583.0,0.148
57,F,2,Less than $40K,Blue,534.3,3887,79,1438.3,0.629
45,F,4,Less than $40K,Blue,528.0,4210,64,2072.0,0.745
47,F,1,Less than $40K,Blue,1340.0,4646,73,2707.0,0.505
43,F,3,Less than $40K,Silver,12418.0,3118,76,13608.0,0.087
52,F,3,Unknown,Blue,8616.0,3778,70,10273.0,0.161
64,F,0,Less than $40K,Blue,1494.0,4546,59,2609.0,0.427
52,F,2,Less than $40K,Blue,6569.0,2008,37,8431.0,0.221
61,M,0,$60K - $80K,Blue,3917.0,3689,55,5852.0,0.331
40,F,3,Less than $40K,Blue,957.0,5109,78,3140.0,0.695
50,M,4,$40K - $60K,Blue,11687.0,2082,54,12914.0,0.095
45,F,5,Less than $40K,Blue,7733.0,1753,49,8694.0,0.111
36,F,1,Less than $40K,Blue,1735.0,2467,35,1735.0,0.0
51,F,3,Unknown,Blue,645.0,4321,89,2286.0,0.718
43,F,2,Less than $40K,Blue,1781.0,4262,70,3589.0,0.504
51,F,2,Less than $40K,Blue,1398.0,4119,75,2673.0,0.477
47,M,2,$80K - $120K,Blue,7413.0,4715,78,9437.0,0.214
39,F,2,$40K - $60K,Blue,493.0,4386,67,2751.0,0.821
40,M,1,$40K - $60K,Blue,10507.0,4064,75,11557.0,0.091
38,F,2,Unknown,Blue,13529.0,4467,73,14831.0,0.088
51,F,2,$40K - $60K,Blue,1495.0,2220,50,1495.0,0.0
44,M,5,$60K - $80K,Blue,812.0,4617,70,2791.0,0.709
38,M,3,$120K +,Blue,8762.0,4190,81,9703.0,0.097
47,M,5,$120K +,Blue,2050.0,4423,63,3889.0,0.473
32,F,0,Unknown,Blue,13295.0,5036,76,14140.0,0.06
53,M,3,$80K - $120K,Blue,8131.0,3863,74,9106.0,0.107
40,F,3,Less than $40K,Blue,2694.0,2684,38,2694.0,0.0
45,M,3,$60K - $80K,Blue,19629.0,4073,79,19629.0,0.0
41,M,4,$40K - $60K,Blue,5055.0,4544,89,6507.0,0.223
53,F,2,Unknown,Blue,10195.0,2489,54,10195.0,0.0
44,F,5,Less than $40K,Blue,385.0,3692,68,2096.0,0.816
39,F,2,$40K - $60K,Blue,11314.0,3761,70,11314.0,0.0
50,F,1,Less than $40K,Blue,1172.0,4752,88,1837.0,0.362
39,M,3,$60K - $80K,Blue,5304.0,2010,43,7821.0,0.322
44,F,3,Less than $40K,Blue,1984.0,2506,46,1984.0,0.0
56,F,3,Less than $40K,Blue,836.0,4497,68,2535.0,0.67
63,M,0,$40K - $60K,Blue,746.0,4533,65,1970.0,0.621
50,M,1,$120K +,Blue,32440.0,3647,65,34516.0,0.06
40,F,3,Less than $40K,Blue,861.0,3366,56,2694.0,0.68
48,M,3,$60K - $80K,Blue,4476.0,3350,67,4476.0,0.0
53,F,2,$40K - $60K,Blue,1699.0,2520,49,1699.0,0.0
44,F,1,Less than $40K,Blue,191.0,4590,91,1953.0,0.902
56,F,2,Unknown,Blue,5264.0,4943,70,5264.0,0.0
40,F,3,Unknown,Blue,3220.0,2051,31,3698.0,0.129
41,M,4,$120K +,Blue,33691.0,3127,51,34516.0,0.024
40,F,4,Less than $40K,Blue,2712.0,5207,79,2712.0,0.0
45,F,4,Less than $40K,Blue,4801.0,2965,70,5486.0,0.125
40,F,2,Less than $40K,Blue,1166.0,4858,73,2107.0,0.447
52,M,3,$120K +,Blue,15692.0,3880,68,18096.0,0.133
59,F,2,Unknown,Blue,836.0,2594,48,2721.0,0.693
49,F,2,Less than $40K,Blue,719.0,3837,57,2976.0,0.758
47,M,2,$80K - $120K,Blue,15516.0,3608,56,16741.0,0.073
42,F,3,Less than $40K,Blue,1197.0,4715,85,3714.0,0.678
41,F,5,Less than $40K,Blue,6936.0,2874,44,6936.0,0.0
43,M,5,$120K +,Blue,11099.0,3980,77,11099.0,0.0
40,F,4,Less than $40K,Gold,14022.0,4542,70,15987.0,0.123
45,F,1,Less than $40K,Blue,3159.0,3964,76,4406.0,0.283
43,M,2,$120K +,Silver,33363.0,4486,71,34516.0,0.033
48,F,2,Unknown,Blue,4368.0,3943,78,5104.0,0.144
46,F,1,$40K - $60K,Blue,7195.0,2751,47,7195.0,0.0
41,F,3,Less than $40K,Blue,903.0,4924,70,1956.0,0.538
38,F,3,Less than $40K,Blue,800.0,3772,74,3317.0,0.759
45,F,0,$40K - $60K,Blue,2759.0,2061,47,2759.0,0.0
44,F,2,Unknown,Blue,6038.0,4375,81,6038.0,0.0
35,F,2,Less than $40K,Blue,842.0,4548,71,2942.0,0.714
49,F,4,Less than $40K,Blue,5095.0,3808,89,5095.0,0.0
47,F,4,Less than $40K,Blue,1438.3,3778,69,1438.3,0.0
48,M,3,$80K - $120K,Blue,9243.0,4791,68,10111.0,0.086
50,F,4,Less than $40K,Blue,684.0,1880,42,3201.0,0.786
44,M,4,$60K - $80K,Blue,2761.0,3706,65,2761.0,0.0
37,M,3,$40K - $60K,Blue,4582.0,4011,72,5987.0,0.235
47,F,3,Unknown,Blue,4882.0,4904,81,5630.0,0.133
35,F,1,Unknown,Blue,4496.0,3668,60,6622.0,0.321
51,M,0,$120K +,Blue,17441.0,5080,85,18733.0,0.069
36,F,3,$40K - $60K,Blue,920.0,4009,73,2265.0,0.594
33,F,2,$40K - $60K,Blue,1370.0,4390,76,2907.0,0.529
32,F,0,Unknown,Blue,8791.0,2579,51,8791.0,0.0
59,F,0,Less than $40K,Blue,2302.0,2256,40,2302.0,0.0
51,F,2,$40K - $60K,Blue,3824.0,4010,75,5489.0,0.303
50,F,1,Less than $40K,Blue,779.0,5025,70,2055.0,0.621
39,F,1,$40K - $60K,Blue,1376.0,4631,76,2147.0,0.359
49,F,4,Less than $40K,Blue,450.0,4750,72,1757.0,0.744
43,M,3,$80K - $120K,Blue,383.0,2180,31,2900.0,0.868
41,F,2,Less than $40K,Blue,591.0,3895,59,2670.0,0.779
51,M,2,$80K - $120K,Blue,19690.0,3060,66,21382.0,0.079
54,F,0,$40K - $60K,Blue,1721.0,4913,84,2254.0,0.236
40,F,5,Unknown,Blue,2945.0,3847,76,4433.0,0.336
55,F,2,Less than $40K,Blue,699.3,4078,77,1438.3,0.514
49,F,2,Less than $40K,Blue,1047.0,2061,36,2520.0,0.585
41,F,3,$40K - $60K,Blue,4501.0,2189,51,5655.0,0.204
48,M,4,$60K - $80K,Blue,1438.3,4509,74,1438.3,0.0
44,F,3,Less than $40K,Blue,1151.0,4532,82,2786.0,0.587
51,F,3,Less than $40K,Blue,2232.0,4066,63,3961.0,0.437
43,M,3,$60K - $80K,Blue,532.0,4025,65,2476.0,0.785
52,M,3,$80K - $120K,Blue,11606.0,2623,39,11606.0,0.0
45,F,3,Unknown,Blue,7702.0,4677,87,8459.0,0.089
48,F,2,Unknown,Blue,7217.0,4049,71,9554.0,0.245
50,M,2,$60K - $80K,Blue,3746.0,3836,81,4388.0,0.146
43,M,2,$60K - $80K,Blue,18437.0,3561,73,19826.0,0.07
34,F,1,$40K - $60K,Blue,2173.0,4392,83,2173.0,0.0
48,F,3,$40K - $60K,Blue,651.0,4660,68,2545.0,0.744
49,F,4,Less than $40K,Blue,1757.0,2557,45,1757.0,0.0
54,M,2,$80K - $120K,Blue,963.0,4410,86,3164.0,0.696
44,F,2,Less than $40K,Blue,5151.0,3745,74,6022.0,0.145
46,F,3,Less than $40K,Blue,1804.0,2077,44,1804.0,0.0
53,M,2,$120K +,Blue,22664.0,4586,89,22664.0,0.0
39,M,3,$60K - $80K,Blue,323.0,4598,85,2527.0,0.872
49,F,0,Less than $40K,Blue,1030.0,2715,45,3547.0,0.71
52,F,1,Less than $40K,Blue,834.3,4219,83,1438.3,0.42
51,F,1,Unknown,Blue,4666.0,3801,61,6182.0,0.245
40,M,3,$80K - $120K,Blue,29715.0,2128,39,29715.0,0.0
49,F,2,Less than $40K,Blue,664.0,3664,63,2154.0,0.692
46,M,3,$60K - $80K,Blue,547.0,4025,69,2179.0,0.749
59,M,0,$60K - $80K,Blue,3604.0,4833,80,4906.0,0.265
38,F,1,$40K - $60K,Blue,939.0,4116,79,2346.0,0.6
45,F,3,Less than $40K,Blue,4753.0,3895,71,4753.0,0.0
44,F,2,Less than $40K,Blue,1880.0,2469,34,1880.0,0.0
64,M,0,Less than $40K,Silver,12155.0,4618,60,12155.0,0.0
49,F,1,$40K - $60K,Blue,1194.0,4622,88,2721.0,0.561
51,F,1,Less than $40K,Blue,3902.0,3986,80,6160.0,0.367
41,F,4,Less than $40K,Blue,676.0,4962,70,2069.0,0.673
41,M,2,$80K - $120K,Blue,27164.0,4841,80,28422.0,0.044
39,M,4,$80K - $120K,Blue,1438.3,4282,69,1438.3,0.0
41,M,3,Less than $40K,Blue,1438.3,4416,68,1438.3,0.0
65,M,0,Unknown,Blue,1671.0,2701,51,1671.0,0.0
44,F,5,Less than $40K,Blue,1491.0,1970,46,1491.0,0.0
43,M,3,$80K - $120K,Blue,10327.0,2439,45,11422.0,0.096
54,F,4,Less than $40K,Blue,5139.0,1653,44,5139.0,0.0
61,M,0,$60K - $80K,Blue,2266.0,2870,50,4783.0,0.526
47,M,3,$60K - $80K,Blue,896.0,4259,83,2589.0,0.654
38,M,1,$80K - $120K,Blue,8138.0,4839,61,8138.0,0.0
51,F,3,Unknown,Blue,2717.0,4469,87,4502.0,0.396
44,M,5,$60K - $80K,Silver,32593.0,4115,66,33521.0,0.028
48,F,3,Less than $40K,Blue,3555.0,4518,84,4361.0,0.185
53,M,4,$60K - $80K,Blue,5298.0,3935,66,7026.0,0.246
50,M,2,$80K - $120K,Blue,14387.0,4477,83,16388.0,0.122
30,F,1,Less than $40K,Blue,388.0,2487,39,2905.0,0.866
41,M,1,$80K - $120K,Blue,517.0,4489,75,2404.0,0.785
55,F,4,Less than $40K,Blue,1477.0,2419,49,1477.0,0.0
43,F,4,Less than $40K,Blue,1039.0,2639,53,3556.0,0.708
48,M,3,$60K - $80K,Blue,4901.0,4683,72,5649.0,0.132
41,F,3,$40K - $60K,Blue,13385.0,4045,72,14345.0,0.067
47,F,3,Less than $40K,Blue,4531.0,4267,66,6524.0,0.305
55,F,1,Less than $40K,Blue,1361.0,3968,66,2281.0,0.403
47,F,4,Less than $40K,Blue,709.0,3407,66,2633.0,0.731
51,M,3,$80K - $120K,Blue,7693.0,4573,93,7693.0,0.0
44,F,3,Unknown,Blue,8374.0,3553,65,10262.0,0.184
49,F,2,Unknown,Blue,11320.0,2845,57,11320.0,0.0
53,F,1,Less than $40K,Blue,1566.0,4295,72,2482.0,0.369
47,F,3,Less than $40K,Blue,3035.0,3847,63,3035.0,0.0
51,M,2,$120K +,Blue,26308.0,3278,53,26308.0,0.0
53,F,4,Less than $40K,Blue,5606.0,3718,51,6721.0,0.166
49,M,2,$60K - $80K,Blue,3972.0,3906,64,6205.0,0.36
35,F,3,Less than $40K,Blue,1166.0,4487,61,2624.0,0.556
40,F,3,Less than $40K,Blue,1021.0,1811,44,1479.0,0.31
44,M,3,$60K - $80K,Blue,4489.0,3773,64,4489.0,0.0
53,F,1,Unknown,Blue,5644.0,1828,44,5842.0,0.034
42,F,4,Less than $40K,Blue,7109.0,4141,83,8777.0,0.19
51,F,2,Less than $40K,Blue,3250.0,4752,84,3250.0,0.0
46,M,1,$60K - $80K,Blue,15060.0,1611,42,15060.0,0.0
40,M,4,$80K - $120K,Blue,805.0,2992,72,2126.0,0.621
47,M,4,$40K - $60K,Blue,4134.0,5088,71,4907.0,0.158
51,F,1,Unknown,Blue,3553.0,4923,89,3553.0,0.0
41,F,4,Unknown,Blue,1202.0,4370,68,2515.0,0.522
41,M,4,$80K - $120K,Blue,4428.0,2331,36,4428.0,0.0
43,M,1,$40K - $60K,Blue,1616.0,4961,78,1616.0,0.0
64,F,1,Less than $40K,Blue,5755.0,3838,67,6723.0,0.144
42,F,1,Less than $40K,Blue,845.0,4656,62,2756.0,0.693
50,F,3,Less than $40K,Blue,1391.0,2214,46,2897.0,0.52
52,F,2,Less than $40K,Blue,5456.0,3470,65,5456.0,0.0
46,F,1,$40K - $60K,Blue,3569.0,4186,72,3569.0,0.0
39,M,5,$80K - $120K,Blue,32394.0,4270,59,34198.0,0.053
44,M,2,$80K - $120K,Blue,33205.0,4485,85,34516.0,0.038
57,F,3,$40K - $60K,Blue,953.0,4535,82,2817.0,0.662
53,F,1,Less than $40K,Blue,869.0,4340,70,2126.0,0.591
43,F,2,Less than $40K,Blue,933.0,4094,77,2573.0,0.637
45,F,3,$40K - $60K,Blue,713.0,3243,63,2016.0,0.646
48,F,1,Less than $40K,Blue,2360.0,5006,89,4006.0,0.411
41,F,3,Unknown,Blue,5869.0,4191,65,5869.0,0.0
47,M,2,$80K - $120K,Blue,4586.0,2529,43,4586.0,0.0
50,F,2,Less than $40K,Blue,1438.3,4617,67,1438.3,0.0
46,M,5,$60K - $80K,Blue,994.0,3539,57,1790.0,0.445
51,F,0,Unknown,Blue,3556.0,4305,51,5862.0,0.393
43,M,5,$60K - $80K,Blue,6070.0,4278,80,7411.0,0.181
47,F,2,Less than $40K,Blue,3150.0,2176,38,5667.0,0.444
47,M,4,$60K - $80K,Blue,15594.0,4745,75,15594.0,0.0
47,F,3,Unknown,Blue,10431.0,2736,38,11410.0,0.086
47,M,3,$60K - $80K,Blue,370.0,2628,41,1584.0,0.766
44,M,1,$80K - $120K,Blue,11604.0,3476,66,13298.0,0.127
51,F,2,Less than $40K,Blue,2114.0,2872,45,2114.0,0.0
44,M,1,$60K - $80K,Blue,2540.0,1531,31,2540.0,0.0
41,F,5,Less than $40K,Blue,711.0,4986,80,1762.0,0.596
47,F,1,Less than $40K,Blue,742.0,3344,54,2245.0,0.669
47,M,1,$40K - $60K,Blue,6031.0,3554,82,8168.0,0.262
41,M,2,$60K - $80K,Blue,2238.0,2063,42,2238.0,0.0
54,F,2,Less than $40K,Blue,1364.0,2463,38,3881.0,0.649
44,M,4,$80K - $120K,Blue,20485.0,3024,51,20485.0,0.0
44,F,2,Unknown,Blue,9185.0,5408,83,9856.0,0.068
44,M,3,Less than $40K,Blue,1064.0,4830,82,2111.0,0.496
43,F,3,Less than $40K,Blue,826.0,4444,84,2905.0,0.716
49,M,4,$60K - $80K,Silver,32244.0,3501,65,32244.0,0.0
47,F,2,$40K - $60K,Blue,4408.0,3843,66,5624.0,0.216
44,F,4,Less than $40K,Blue,227.0,4258,77,1656.0,0.863
42,M,2,$40K - $60K,Blue,3032.0,2273,44,3032.0,0.0
42,M,0,$60K - $80K,Blue,15699.0,1793,40,15699.0,0.0
40,F,3,$40K - $60K,Blue,4338.0,4033,58,6608.0,0.344
47,F,3,Less than $40K,Blue,3639.0,4535,68,5062.0,0.281
44,M,3,$40K - $60K,Blue,1547.0,4348,63,1547.0,0.0
60,F,0,Less than $40K,Silver,9413.0,4545,83,11060.0,0.149
41,F,2,$40K - $60K,Blue,1438.3,4300,67,1438.3,0.0
46,F,2,Less than $40K,Blue,3670.0,4811,68,3670.0,0.0
42,F,3,Less than $40K,Blue,670.0,5228,61,1538.0,0.564
54,F,3,$40K - $60K,Blue,552.3,4385,91,1438.3,0.616
45,F,3,Less than $40K,Blue,36.0,2107,40,2330.0,0.985
49,M,1,$60K - $80K,Blue,1742.0,4097,72,3170.0,0.45
42,F,2,Less than $40K,Blue,593.0,4741,86,2120.0,0.72
53,M,0,$80K - $120K,Blue,18797.0,5002,78,20231.0,0.071
48,F,4,Unknown,Blue,1438.3,2306,46,1438.3,0.0
45,F,4,Less than $40K,Blue,5583.0,3317,71,5583.0,0.0
41,F,3,Less than $40K,Blue,7143.0,3955,72,7764.0,0.08
51,M,3,$80K - $120K,Blue,25670.0,2709,51,25670.0,0.0
45,M,2,$60K - $80K,Blue,3841.0,2832,48,3841.0,0.0
52,F,3,Less than $40K,Blue,1092.0,4238,63,2001.0,0.454
44,F,3,Less than $40K,Blue,7041.0,4056,81,8512.0,0.173
47,F,3,$40K - $60K,Blue,3352.0,4166,85,5869.0,0.429
44,F,5,Unknown,Blue,5791.0,4556,67,5791.0,0.0
50,M,2,$120K +,Silver,34117.0,2118,41,34516.0,0.012
49,M,3,$80K - $120K,Blue,777.0,3967,76,2191.0,0.645
37,M,2,$60K - $80K,Blue,1689.0,3462,61,2865.0,0.41
43,M,4,$120K +,Blue,4580.0,4098,61,6467.0,0.292
37,F,3,Less than $40K,Blue,394.0,2050,32,1468.0,0.732
58,F,2,$40K - $60K,Blue,5386.0,4846,84,5386.0,0.0
46,F,3,Less than $40K,Blue,862.3,5098,66,1438.3,0.4
59,F,0,Unknown,Blue,4510.0,4770,83,5402.0,0.165
49,F,3,Unknown,Blue,3644.0,1724,34,3855.0,0.055
42,F,1,Less than $40K,Blue,2983.0,2509,46,2983.0,0.0
54,F,2,Less than $40K,Blue,318.3,4880,77,1438.3,0.779
31,F,0,Less than $40K,Blue,4871.0,2773,34,4871.0,0.0
40,F,2,Less than $40K,Blue,683.0,4584,70,2636.0,0.741
32,F,2,$40K - $60K,Blue,376.0,4549,68,1553.0,0.758
